XLSX,XLSM,PDF,DWG,SCANNED,DRAWING NAME,Rev,DIA,DIA_1,FACE,FACE_1,BEARINGMAX,BEARINGMIN,STEPS,OEM,TYPE,CUST,OriginatingCustomer,CUSTPN,CUSTREV,NEWBASEPRICE,Date,SUBCONTRACTOR,PRODUCTCODE,PREVPARTNo,DATECREATED,PartNo
#N/A,#N/A,#N/A,M90172.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\MANDRELS\M90172.dwg#,#N/A,M90172,*,7.273,7.273,68.11,68.11,MANDREL,MANDREL,2,HARPER CORPORATION OF AMERICA,W & H,,,,*,,14-Sep-10,,M,,15-Sep-10,M90172
#N/A,#N/A,#N/A,M90173.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\MANDRELS\M90173.dwg#,#N/A,M90173,*,5.52,5.52,57.48,57.48,MANDREL,MANDREL,2,HARPER CORPORATION OF AMERICA,AB-1300,,GALLUS,A4727401,*,,25-Jan-11,,M,,26-Jan-11,M90173
#N/A,#N/A,#N/A,M90174.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\MANDRELS\M90174.dwg#,#N/A,M90174,*,5.645,5.645,61,61,MANDREL,MANDREL,2,HARPER CORPORATION OF AMERICA,W & H MIRAFLEX,,,PO,*,,27-Jan-11,,M,,27-Jan-11,M90174
#N/A,#N/A,#N/A,M90175.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\MANDRELS\M90175.dwg#,#N/A,M90175,*,5.0193,5.019,60.63,60.63,MANDREL,MANDREL,2,HARPER CORPORATION OF AMERICA,UTECO,,,,*,,11-Sep-12,,M,,12-Sep-12,M90175
#N/A,#N/A,#N/A,M90176.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\MANDRELS\M90176.dwg#,#N/A,M90176,*,4.517,4.517,60,60,MANDREL,MANDREL,2,HARPER CORPORATION OF AMERICA,SMW INTERNATIONAL,,,PO,*,,24-Jul-14,,M,,12-Sep-12,M90176
#N/A,#N/A,#N/A,M90177.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\MANDRELS\M90177.dwg#,#N/A,M90177,*,3.639,3.639,53.15,53.15,1.7502,1.7498,2,HARPER CORPORATION OF AMERICA,MODEL #1320,,MULTIPRESS,PO,0,,4-Dec-12,,M,,5-Dec-12,M90177
#N/A,#N/A,#N/A,M90178.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\MANDRELS\M90178.dwg#,#N/A,M90178,*,6.0199,6.019,77.908,77.9,2.5005,2.4995,2,HARPER CORPORATION OF AMERICA,PCMC FUSIONMAX,,PCMC,PO,*,,16-Jan-13,,M,,17-Jan-13,M90178
#N/A,#N/A,#N/A,M90179.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\MANDRELS\M90179.dwg#,#N/A,M90179,*,7.649,7.649,70.866,70.86,2.5005,2.4995,2,HARPER CORPORATION OF AMERICA,UTECO,,,PO,*,,13-Jun-13,,M,,10-Jul-13,M90179
#N/A,#N/A,#N/A,M90180.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\MANDRELS\M90180.dwg#,#N/A,M90180,*,12.904,12.9,76.5,76.5,2.5005,2.4995,2,HARPER CORPORATION OF AMERICA,GOSS INTERNATIONAL,,,PO,*,,25-Oct-13,,M,,13-Nov-13,M90180
#N/A,#N/A,#N/A,M90181.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\MANDRELS\M90181.dwg#,#N/A,M90181,*,3.012,3.012,60,60,2.5005,2.4995,2,HARPER CORPORATION OF AMERICA,"60"" MEULLER MARTIN",,,PO,*,,13-May-14,,M,,13-May-14,M90181
#N/A,#N/A,#N/A,M90182.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\MANDRELS\M90182.dwg#,#N/A,M90182,*,6.772,6.772,27.795,27.79,2.5002,2.4998,2,HARPER CORPORATION OF AMERICA,"TRESU 27""","POLLARD BANKNOTE, MI","POLLARD BANKNOTE, MI",PO,*,,27-Jan-15,,M,,29-Jan-15,M90182
#N/A,#N/A,#N/A,M90183.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\MANDRELS\M90183.dwg#,#N/A,M90183,*,4.517,4.517,52,52,2.5,2.5,2,HARPER CORPORATION OF AMERICA,"52""",,,PO,*,,26-Jun-15,,M,,26-Jun-15,M90183
M90184.XLSX#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\M90184.xlsx#,#N/A,#N/A,M90184.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\MANDRELS\M90184.dwg#,#N/A,M90184,*,5.1426,5.142,65.354,65.35,2.5,2.5,2,HARPER CORPORATION OF AMERICA,"65""",,,PO,*,,30-Jul-15,,M,,8-Dec-15,M90184
#N/A,#N/A,#N/A,M90185.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\MANDRELS\M90185.dwg#,#N/A,M90185,*,5.519,5.519,68.504,68.5,2.5,2.5,2,HARPER CORPORATION OF AMERICA,GALLUS AB-1500,,,PO,*,,1-Sep-15,,M,,8-Dec-15,M90185
#N/A,#N/A,#N/A,M90186.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\MANDRELS\M90186.dwg#,#N/A,M90186,A,7.561,7.561,97.638,97.63,2.5002,2.4998,2,HARPER CORPORATION,UTECO,,,54474,0A,,4-Dec-15,,M,,8-Dec-15,M90186
#N/A,#N/A,#N/A,M90187.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\MANDRELS\M90187.dwg#,#N/A,M90187,*,5.647,5.647,67,67,2.5002,2.4998,2,HARPER CORPORATION,UTECO,,,PO,*,,31-Mar-16,,M,,7-Apr-16,M90187
#N/A,#N/A,#N/A,M90188.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\MANDRELS\M90188.dwg#,#N/A,M90188,*,9.03,9.03,71.26,71.26,2.5002,2.4998,2,HARPER CORPORATION,"71"" GALLUS",,GALLUS,A6220701,*,,19-Jul-16,,M,,9-Aug-16,M90188
#N/A,#N/A,#N/A,M90189.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\MANDRELS\M90189.dwg#,#N/A,M90189,*,6.772,6.772,68.11,68.11,2.8352 RACE,2.8347 RACE,2,HARPER CORPORATION,F & K,,HARPER CORPORATION,PO,*,,4-Aug-16,,M,,9-Aug-16,M90189
#N/A,#N/A,#N/A,M90190.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\MANDRELS\M90190.dwg#,#N/A,M90190,*,3.3897,3.389,7.874,7.874,2.0002,1.9998,2,HARPER CORPORATION,FLEXOGRAFICA 11,ALICO,,FLE-246,*,,13-Jan-17,,M,,17-Jan-17,M90190
#N/A,#N/A,#N/A,M90191.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\MANDRELS\M90191.dwg#,#N/A,M90191,*,8.277,8.277,83.858,83.85,2.5002,2.4998,2,HARPER CORPORATION,"83"" AB2050",,SPR PACKAGING -  TX,FKG 15TRST 146.004.009.001 EX,0,,26-Jan-17,,M,,27-Jan-17,M90191
#N/A,#N/A,#N/A,M90192.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\MANDRELS\M90192.dwg#,M90192_SCANNED.PDF#\\NCFS01\DEPARTMENTS\ENGINEERING\SCANNED_DRAWINGS\M90192_SCANNED.PDF#,M90192,*,5.019,5.019,57.874,57.87,2,1.9998,2,HARPER CORPORATION,"57""",LEMU,,PO,*,,17-Aug-17,,M,,23-Jan-19,M90192
#N/A,#N/A,#N/A,M90193.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\MANDRELS\M90193.dwg#,#N/A,M90193,*,3.7641,3.764,26,26,2.5615,2.5607,2,HARPER CORPORATION,,ELIPAK - TURKEY,,PO,*,,22-Jan-19,,M,,23-Jan-19,M90193
#N/A,#N/A,#N/A,M90194.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\MANDRELS\M90194.dwg#,#N/A,M90194,*,8.1503,8.15,7.874,7.874,2.5002,2.4998,2,HARPER CORPORATION,SUPERPROOFER 220,GTW,,PO,*,,20-Feb-20,,M,,12-May-20,M90194
#N/A,#N/A,#N/A,N40100.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\FP DRAWINGS\N40100.dwg#,N40100_SCANNED.PDF#\\NCFS01\DEPARTMENTS\ENGINEERING\SCANNED_DRAWINGS\N40100_SCANNED.PDF#,N40100,A,3.51,3.51,15.25,15.25,0.7877,0.7873,4,CHESNUT,"15""",,SUN CHEMICAL,PO 99-23845,*,,3-Nov-00,,N,,28-Mar-00,N40100
#N/A,N40101.XLSM#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\N40101.xlsm#,#N/A,N40101.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\FP DRAWINGS\N40101.dwg#,#N/A,N40101,B,4.841,4.841,12.625,12.62,0.9847,0.9841,3,EVERS,"QUART D, ECO B,D,& E",,"INTERNATIONAL PAPER, KANSAS CITY, MO",,*,$0.00 ,3-Nov-99,,N,,,N40101
#N/A,#N/A,#N/A,N40102.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\FP DRAWINGS\N40102.dwg#,N40102_SCANNED.PDF#\\NCFS01\DEPARTMENTS\ENGINEERING\SCANNED_DRAWINGS\N40102_SCANNED.PDF#,N40102,F,4.139,4.139,20.394,20.39,0.9844,0.9841,3,ARSOMA,EM 510 (#09203419) ECHOLITE,,,09203419,1,$0.00 ,,,N,,,N40102
#N/A,#N/A,#N/A,N40103.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\FP DRAWINGS\N40103.dwg#,N40103_SCANNED.PDF#\\NCFS01\DEPARTMENTS\ENGINEERING\SCANNED_DRAWINGS\N40103_SCANNED.PDF#,N40103,B,4.027,4.027,13.75,13.75,0.9835,0.983,3,SOLO CUP,,,"HARPER UNITED - SOLOCUP, NM",,,$0.00 ,,,N,,,N40103
#N/A,#N/A,#N/A,N40104.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\FP DRAWINGS\N40104.dwg#,N40104_SCANNED.PDF#\\NCFS01\DEPARTMENTS\ENGINEERING\SCANNED_DRAWINGS\N40104_SCANNED.PDF#,N40104,A,4.03,4.03,13.25,13.25,0.9835,0.983,4,SOLO CUP,,,"HARPER UNITED - SOLOCUP, NM",,,$0.00 ,,,N,,,N40104
N40105.XLSX#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\N40105.xlsx#,#N/A,#N/A,N40105.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\FP DRAWINGS\N40105.dwg#,N40105_SCANNED.PDF#\\NCFS01\DEPARTMENTS\ENGINEERING\SCANNED_DRAWINGS\N40105_SCANNED.PDF#,N40105,C,2.911,2.911,16.38,16.38,0.7498,0.7493,2,MARK ANDY,4120 SOLID,HARPER STOCK ROLL,HARPER STOCK ROLL,54M061-R,*,$0.00 ,12-Feb-00,,N,MARK0009,,N40105
N40106.XLSX#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\N40106.xlsx#,#N/A,#N/A,N40106.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\FP DRAWINGS\N40106.dwg#,N40106_SCANNED.PDF#\\NCFS01\DEPARTMENTS\ENGINEERING\SCANNED_DRAWINGS\N40106_SCANNED.PDF#,N40106,B,3.509,3.509,10.5,10.5,1,0.9995,1,ALLIED GEAR & MACHINE,"10""",,YORK TAPE & LABEL,53A005,*,$412.00 ,20-Oct-99,ICM,N,,,N40106
N40107.XLSX#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\N40107.xlsx#,#N/A,#N/A,N40107.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\FP DRAWINGS\N40107.dwg#,N40107_SCANNED.PDF#\\NCFS01\DEPARTMENTS\ENGINEERING\SCANNED_DRAWINGS\N40107_SCANNED.PDF#,N40107,A,3.501,3.501,10,10,0.625,0.624,2,OLIVER PRODUCTS CO.,"9"" SOLID",,OLIVER PRODUCTS,6200-0059,2,$262.00 ,1-Nov-99,ICM,N,,,N40107
N40108.XLSX#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\N40108.xlsx#,#N/A,#N/A,N40108.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\FP DRAWINGS\N40108.dwg#,N40108_SCANNED.PDF#\\NCFS01\DEPARTMENTS\ENGINEERING\SCANNED_DRAWINGS\N40108_SCANNED.PDF#,N40108,*,2.948,2.948,6.375,6.375,0.7498,0.7493,1,MARK ANDY,"6""",,COMMERCE LABEL,PO 200307,*,$0.00 ,,,N,,,N40108
#N/A,#N/A,#N/A,N40109.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\FP DRAWINGS\N40109.dwg#,N40109_SCANNED.PDF#\\NCFS01\DEPARTMENTS\ENGINEERING\SCANNED_DRAWINGS\N40109_SCANNED.PDF#,N40109,*,2.498,2.498,22.795,22.79,0.6294,0.6286,3,PRESSTEK,,,PRESSTEK INC.,MMM 22331,1,$430.00 ,15-Nov-99,ICM,N,,,N40109
N40110.XLSX#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\N40110.xlsx#,#N/A,#N/A,N40110.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\FP DRAWINGS\N40110.dwg#,N40110_SCANNED.PDF#\\NCFS01\DEPARTMENTS\ENGINEERING\SCANNED_DRAWINGS\N40110_SCANNED.PDF#,N40110,A,2.911,2.911,21.875,21.87,0.7498,0.7493,2,MARK ANDY,"A/R 20"" ECHOLITE",,MARK ANDY,540243-B (ALSO 540193-B),D,$386.00 ,16-Nov-99,ICM,N,,,N40110
#N/A,#N/A,#N/A,N40111.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\FP DRAWINGS\N40111.dwg#,N40111_SCANNED.PDF#\\NCFS01\DEPARTMENTS\ENGINEERING\SCANNED_DRAWINGS\N40111_SCANNED.PDF#,N40111,*,3.16,3.16,14.5,14.5,0.9842,0.984,3,,"14""",INTERPRESS TECH,UNKNOWN,POU 5053,*,$392.50 ,9-Nov-99,ICM,N,,,N40111
#N/A,#N/A,#N/A,N40112.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\FP DRAWINGS\N40112.dwg#,N40112_SCANNED.PDF#\\NCFS01\DEPARTMENTS\ENGINEERING\SCANNED_DRAWINGS\N40112_SCANNED.PDF#,N40112,*,3.82,3.82,13.25,13.25,1.1813,1.181,3,AQUAFLEX,"13""",,VALLIS FORM SERVICES,A-24643,3,$250.00 ,30-Nov-99,UPCHURCH,N,,,N40112
N40113.XLSX#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\N40113.xlsx#,#N/A,#N/A,N40113.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\FP DRAWINGS\N40113.dwg#,N40113_SCANNED.PDF#\\NCFS01\DEPARTMENTS\ENGINEERING\SCANNED_DRAWINGS\N40113_SCANNED.PDF#,N40113,C,3.82,3.82,11.25,11.25,0.9997,0.9992,3,AQUAFLEX,"10"" (LCQX) INSTA-PREP",,,A-44219,1,$198.00 ,24-Nov-99,DMA,N,,,N40113
#N/A,#N/A,#N/A,N40114.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\FP DRAWINGS\N40114.dwg#,N40114_SCANNED.PDF#\\NCFS01\DEPARTMENTS\ENGINEERING\SCANNED_DRAWINGS\N40114_SCANNED.PDF#,N40114,B,2.543,2.543,13.307,13.3,0.5904,0.5899,4,NILPETER,GLS-3000/FA-3300,,CARIBE PRINT & LABEL,891-0381C (ALSO 891-0396C),*,$0.00 ,,,N,,,N40114
#N/A,#N/A,#N/A,N40115.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\FP DRAWINGS\N40115.dwg#,N40115_SCANNED.PDF#\\NCFS01\DEPARTMENTS\ENGINEERING\SCANNED_DRAWINGS\N40115_SCANNED.PDF#,N40115,D,4.001,4.001,19.75,19.75,0.7877,0.7873,8,F.L. SMITHE,"20""",,KENMORE,PO 12557,*,$0.00 ,,DMA,N,KENMORE02,,N40115
#N/A,N40116.XLSM#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\N40116.xlsm#,#N/A,N40116.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\FP DRAWINGS\N40116.dwg#,N40116_SCANNED.PDF#\\NCFS01\DEPARTMENTS\ENGINEERING\SCANNED_DRAWINGS\N40116_SCANNED.PDF#,N40116,D,3.82,3.82,14.25,14.25,0.9997,0.9992,3,AQUAFLEX,"13"" (QX) INSTRAFLEX ECHOLITE",HARPER STOCK ROLL,HARPER STOCK ROLL,A-38085,2,$412.50 ,7-Dec-99,UPCHURCH,N,,,N40116
#N/A,#N/A,#N/A,N40117.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\FP DRAWINGS\N40117.dwg#,N40117_SCANNED.PDF#\\NCFS01\DEPARTMENTS\ENGINEERING\SCANNED_DRAWINGS\N40117_SCANNED.PDF#,N40117,E,2.627,2.627,11.002,11,0.7878,0.7875,4,NILPETER,"FB-2500 ECHOLITE (2002,3003,4002,6510,3510)",HARPER STOCK ROLL,HARPER STOCK ROLL,022PK50014,8,,15-Dec-99,ICM,N,ROTO0002,,N40117
N40118.XLSX#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\N40118.xlsx#,#N/A,#N/A,N40118.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\FP DRAWINGS\N40118.dwg#,N40118_SCANNED.PDF#\\NCFS01\DEPARTMENTS\ENGINEERING\SCANNED_DRAWINGS\N40118_SCANNED.PDF#,N40118,G,5.093,5.093,14.331,14.33,1.977 BORE,1.973 BORE,2,NILPETER,M-3300 ALUMINUM TUBE,,MAILWELL LABEL,12092D,D,$560.00 ,15-Dec-99,ICM,N,,,N40118
N40119.XLSX#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\N40119.xlsx#,#N/A,#N/A,N40119.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\FP DRAWINGS\N40119.dwg#,N40119_SCANNED.PDF#\\NCFS01\DEPARTMENTS\ENGINEERING\SCANNED_DRAWINGS\N40119_SCANNED.PDF#,N40119,I,3.952,3.952,W3,W3,1.3785,1.3781,4,COMCO,PRO GLIDE ECHOLITE,HARPER STOCK ROLL,HARPER STOCK ROLL,120-18047 (ALSO 120-39487),B,$459.20 ,16-Dec-99,ICM,N,,,N40119
#N/A,#N/A,#N/A,N40120.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\FP DRAWINGS\N40120.dwg#,N40120_SCANNED.PDF#\\NCFS01\DEPARTMENTS\ENGINEERING\SCANNED_DRAWINGS\N40120_SCANNED.PDF#,N40120,B,3.499,3.499,14,14,0.9848,0.9844,3,WEBTRON,ECHOLITE #1013,,INDUSTRIAL LABEL,31581,*,$343.00 ,3-Jan-00,ICM,N,,,N40120
#N/A,#N/A,#N/A,N40121.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\FP DRAWINGS\N40121.dwg#,N40121_SCANNED.PDF#\\NCFS01\DEPARTMENTS\ENGINEERING\SCANNED_DRAWINGS\N40121_SCANNED.PDF#,N40121,H,2.64,2.64,7.25,7.25,0.7878,0.7874,6,PROPHETEER,"7""",,LABEL LINE LTD.,30-006,3,$0.00 ,6-Jan-00,,N,PROPHETEER01,,N40121
N40122.XLSX#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\N40122.xlsx#,N40122.XLSM#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\N40122.xlsm#,#N/A,N40122.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\FP DRAWINGS\N40122.dwg#,N40122_SCANNED.PDF#\\NCFS01\DEPARTMENTS\ENGINEERING\SCANNED_DRAWINGS\N40122_SCANNED.PDF#,N40122,A,3.952,3.952,17,17,N/A,N/A,0,COMCO,QUICK  CHANGE,,COMCO,120-17018,*,$162.00 ,10-Jan-00,ICM,N,COMCO005,,N40122
#N/A,#N/A,#N/A,N40123.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\FP DRAWINGS\N40123.dwg#,N40123_SCANNED.PDF#\\NCFS01\DEPARTMENTS\ENGINEERING\SCANNED_DRAWINGS\N40123_SCANNED.PDF#,N40123,A,2.536,2.536,8.858,8.858,0.4722,0.4715,3,NILPETER,F-2400,,,(DRAWING IS OBSOLETE - SEE DRAWING # N40218),*,$0.00 ,11-Jan-00,,N,NILPETER02,,N40123
#N/A,#N/A,#N/A,N40124.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\FP DRAWINGS\N40124.dwg#,N40124_SCANNED.PDF#\\NCFS01\DEPARTMENTS\ENGINEERING\SCANNED_DRAWINGS\N40124_SCANNED.PDF#,N40124,A,4.8523,4.852,9,9,1.3775,1.377,5,EVERS,"9""",,"TETRA PAK,  FT. WAYNE, IN.",PO 12265,*,$348.00 ,12-Jan-00,DMA,N,,,N40124
#N/A,#N/A,#N/A,N40125.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\FP DRAWINGS\N40125.dwg#,N40125_SCANNED.PDF#\\NCFS01\DEPARTMENTS\ENGINEERING\SCANNED_DRAWINGS\N40125_SCANNED.PDF#,N40125,F,3.82,3.82,13.25,13.25,1.1813,1.181,4,AQUAFLEX,"13"" (LW) ECHOLITE",HARPER STOCK ROLL,HARPER STOCK ROLL,"A-29559 (ALSO A-47083, A-48489, A22065)",*,$250.00 ,12-Jan-00,UPCHURCH,N,AQUAFLEX13,,N40125
N40126.XLSX#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\N40126.xlsx#,#N/A,#N/A,N40126.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\FP DRAWINGS\N40126.dwg#,N40126_SCANNED.PDF#\\NCFS01\DEPARTMENTS\ENGINEERING\SCANNED_DRAWINGS\N40126_SCANNED.PDF#,N40126,D,2.911,2.911,13.38,13.38,0.7498,0.7493,2,MARK ANDY,2200 SOLID,HARPER STOCK ROLL,HARPER STOCK ROLL,"540185-B (ALSO 540148, 540220-B)",A,$73.00 ,12-Jan-00,UPCHURCH,N,MARK0029,,N40126
#N/A,#N/A,#N/A,N40127.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\FP DRAWINGS\N40127.dwg#,#N/A,N40127,A,4.841,4.841,11.885,11.88,0.9847,0.9841,3,EVERS,HALF GALLON,,INTERNATIONAL PAPER,,*,$0.00 ,12-Jan-00,,N,,,N40127
#N/A,#N/A,#N/A,N40128.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\FP DRAWINGS\N40128.dwg#,N40128_SCANNED.PDF#\\NCFS01\DEPARTMENTS\ENGINEERING\SCANNED_DRAWINGS\N40128_SCANNED.PDF#,N40128,C,3.82,3.82,13.25,13.25,1.1813,1.181,4,AQUAFLEX,"13""",,AQUAFLEX,A-16547,*,$250.00 ,12-Jan-00,UPCHURCH,N,AQUAFLEX05,,N40128
#N/A,#N/A,#N/A,N40129.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\FP DRAWINGS\N40129.dwg#,N40129_SCANNED.PDF#\\NCFS01\DEPARTMENTS\ENGINEERING\SCANNED_DRAWINGS\N40129_SCANNED.PDF#,N40129,B,3.514,3.514,17.5,17.5,1.1816,1.1811,3,PROPHETEER,1700,TOLAS HEALTHCARE,TOLAS HEALTH CARE,30-722,1,$231.00 ,12-Jan-00,DMA,N,PROPHETEER03,,N40129
#N/A,#N/A,#N/A,N40130.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\FP DRAWINGS\N40130.dwg#,N40130_SCANNED.PDF#\\NCFS01\DEPARTMENTS\ENGINEERING\SCANNED_DRAWINGS\N40130_SCANNED.PDF#,N40130,C,3.82,3.82,18.75,18.75,1.1813,1.181,4,AQUAFLEX,"18"" (LW) ECHOLITE",HARPER STOCK ROLL,HARPER STOCK ROLL,A-36760,*,$250.00 ,14-Jan-00,UPCHURCH,N,,,N40130
#N/A,#N/A,#N/A,N40131.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\FP DRAWINGS\N40131.dwg#,N40131_SCANNED.PDF#\\NCFS01\DEPARTMENTS\ENGINEERING\SCANNED_DRAWINGS\N40131_SCANNED.PDF#,N40131,C,3.82,3.82,18.75,18.75,1.1813,1.181,4,AQUAFLEX,"18.5"" (LW) ECHOLITE",,AQUAFLEX,A-10940,8,$250.00 ,14-Jan-00,UPCHURCH,N,AQUAFLEX07,,N40131
N40132.XLSX#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\N40132.xlsx#,#N/A,#N/A,N40132.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\FP DRAWINGS\N40132.dwg#,N40132_SCANNED.PDF#\\NCFS01\DEPARTMENTS\ENGINEERING\SCANNED_DRAWINGS\N40132_SCANNED.PDF#,N40132,D,2.946,2.946,7.38,7.38,0.7498,0.7493,2,MARK ANDY,"MODELS 810, 820, 830",HARPER STOCK ROLL,HARPER STOCK ROLL,54M004,H,$0.00 ,20-Jan-00,,N,MARK0023,,N40132
#N/A,N40133.XLSM#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\N40133.xlsm#,#N/A,N40133.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\FP DRAWINGS\N40133.dwg#,N40133_SCANNED.PDF#\\NCFS01\DEPARTMENTS\ENGINEERING\SCANNED_DRAWINGS\N40133_SCANNED.PDF#,N40133,C,2.946,2.946,10.38,10.38,0.7498,0.7493,2,MARK ANDY,MODEL 830,HARPER STOCK ROLL,HARPER STOCK ROLL,540218-B,*,$0.00 ,20-Jan-00,,N,,,N40133
#N/A,#N/A,#N/A,N40134.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\FP DRAWINGS\N40134.dwg#,N40134_SCANNED.PDF#\\NCFS01\DEPARTMENTS\ENGINEERING\SCANNED_DRAWINGS\N40134_SCANNED.PDF#,N40134,A,4.304,4.304,22,22,0.7498,0.7493,5,HEINRICK,"22""",,"TOLAS HEALTHCARE, PA.",,*,$0.00 ,20-Jan-00,,N,,,N40134
#N/A,N40135.XLSM#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\N40135.xlsm#,#N/A,N40135.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\FP DRAWINGS\N40135.dwg#,N40135_SCANNED.PDF#\\NCFS01\DEPARTMENTS\ENGINEERING\SCANNED_DRAWINGS\N40135_SCANNED.PDF#,N40135,G,2.911,2.911,10.38,10.38,0.7498,0.7493,2,MARK ANDY,"2200, 4130, 4150 & 4200",HARPER STOCK ROLL,HARPER STOCK ROLL,540199-B (ALSO 540177-B),A,$0.00 ,20-Jan-00,,N,MARK0034,,N40135
#N/A,#N/A,#N/A,N40136.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\FP DRAWINGS\N40136.dwg#,#N/A,N40136,C,2.55,2.55,6.75,6.75,1.1878 BORE,1.1876 BORE,0,WEBTRON,650,HARPER STOCK ROLL,HARPER STOCK ROLL,SKETCH 01,*,$0.00 ,20-Jan-00,,N,WEB00007,,N40136
N40137.XLSX#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\N40137.xlsx#,#N/A,#N/A,N40137.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\FP DRAWINGS\N40137.dwg#,N40137_SCANNED.PDF#\\NCFS01\DEPARTMENTS\ENGINEERING\SCANNED_DRAWINGS\N40137_SCANNED.PDF#,N40137,A,2.911,2.911,20.875,20.87,0.7498,0.7493,2,MARK ANDY,"20"" 4150 & 4200",,MARK ANDY,540234-B,A,$0.00 ,21-Jan-00,,N,MARK0031,,N40137
