XLSX,XLSM,PDF,DWG,SCANNED,DRAWING NAME,Rev,DIA,DIA_1,FACE,FACE_1,BEARINGMAX,BEARINGMIN,STEPS,OEM,TYPE,CUST,OriginatingCustomer,CUSTPN,CUSTREV,NEWBASEPRICE,Date,SUBCONTRACTOR,PRODUCTCODE,PREVPARTNo,DATECREATED,PartNo
W10292.XLSX#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\W10292.xlsx#,#N/A,#N/A,W10292.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\EM DRAWINGS\W10292.dwg#,W10292_SCANNED.PDF#\\NCFS01\DEPARTMENTS\ENGINEERING\SCANNED_DRAWINGS\W10292_SCANNED.PDF#,W10292,*,5.0126,5.012,34.252,34.25,,1.575,6,CARINT,GEMINI,,,21007,*,,,,,,,W10292
W10292.XLSX#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\W10292.xlsx#,#N/A,#N/A,W10292.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\EM DRAWINGS\W10292.dwg#,W10292_SCANNED.PDF#\\NCFS01\DEPARTMENTS\ENGINEERING\SCANNED_DRAWINGS\W10292_SCANNED.PDF#,W10292,*,5.0126,5.012,38.189,38.18,,1.575,6,CARINT,GEMINI,,,21007,*,,,,,,,W10292
W10292.XLSX#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\W10292.xlsx#,#N/A,#N/A,W10292.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\EM DRAWINGS\W10292.dwg#,W10292_SCANNED.PDF#\\NCFS01\DEPARTMENTS\ENGINEERING\SCANNED_DRAWINGS\W10292_SCANNED.PDF#,W10292,*,5.0126,5.012,42.126,42.12,,1.575,6,CARINT,GEMINI,,,21007,*,,,,,,,W10292
W10292.XLSX#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\W10292.xlsx#,#N/A,#N/A,W10292.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\EM DRAWINGS\W10292.dwg#,W10292_SCANNED.PDF#\\NCFS01\DEPARTMENTS\ENGINEERING\SCANNED_DRAWINGS\W10292_SCANNED.PDF#,W10292,*,5.0126,5.012,46.063,46.06,,1.575,6,CARINT,GEMINI,,,21007,*,,,,,,,W10292
W10292.XLSX#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\W10292.xlsx#,#N/A,#N/A,W10292.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\EM DRAWINGS\W10292.dwg#,W10292_SCANNED.PDF#\\NCFS01\DEPARTMENTS\ENGINEERING\SCANNED_DRAWINGS\W10292_SCANNED.PDF#,W10292,*,5.0126,5.012,50,50,,1.575,6,CARINT,GEMINI,,,21007,*,,,,,,,W10292
W10292.XLSX#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\W10292.xlsx#,#N/A,#N/A,W10292.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\EM DRAWINGS\W10292.dwg#,W10292_SCANNED.PDF#\\NCFS01\DEPARTMENTS\ENGINEERING\SCANNED_DRAWINGS\W10292_SCANNED.PDF#,W10292,*,5.0126,5.012,53.937,53.93,,1.575,6,CARINT,GEMINI,,,21007,*,,,,,,,W10292
W10292.XLSX#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\W10292.xlsx#,#N/A,#N/A,W10292.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\EM DRAWINGS\W10292.dwg#,W10292_SCANNED.PDF#\\NCFS01\DEPARTMENTS\ENGINEERING\SCANNED_DRAWINGS\W10292_SCANNED.PDF#,W10292,*,5.0126,5.012,57.874,57.87,,1.575,6,CARINT,GEMINI,,,21007,*,,,,,,,W10292
W10292.XLSX#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\W10292.xlsx#,#N/A,#N/A,W10292.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\EM DRAWINGS\W10292.dwg#,W10292_SCANNED.PDF#\\NCFS01\DEPARTMENTS\ENGINEERING\SCANNED_DRAWINGS\W10292_SCANNED.PDF#,W10292,*,5.0126,5.012,61.811,61.81,,1.575,6,CARINT,GEMINI,,,21007,*,,,,,,,W10292
W10292.XLSX#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\W10292.xlsx#,#N/A,#N/A,W10292.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\EM DRAWINGS\W10292.dwg#,W10292_SCANNED.PDF#\\NCFS01\DEPARTMENTS\ENGINEERING\SCANNED_DRAWINGS\W10292_SCANNED.PDF#,W10292,*,5.0126,5.012,65.748,65.74,,1.575,6,CARINT,GEMINI,,,21007,*,,,,,,,W10292
W10292.XLSX#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\W10292.xlsx#,#N/A,#N/A,W10292.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\EM DRAWINGS\W10292.dwg#,W10292_SCANNED.PDF#\\NCFS01\DEPARTMENTS\ENGINEERING\SCANNED_DRAWINGS\W10292_SCANNED.PDF#,W10292,*,5.0134,5.013,34.252,34.25,,1.575,6,CARINT,GEMINI,,,21007,*,,,,,,,W10292
W10292.XLSX#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\W10292.xlsx#,#N/A,#N/A,W10292.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\EM DRAWINGS\W10292.dwg#,W10292_SCANNED.PDF#\\NCFS01\DEPARTMENTS\ENGINEERING\SCANNED_DRAWINGS\W10292_SCANNED.PDF#,W10292,*,5.0134,5.013,38.189,38.18,,1.575,6,CARINT,GEMINI,,,21007,*,,,,,,,W10292
W10292.XLSX#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\W10292.xlsx#,#N/A,#N/A,W10292.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\EM DRAWINGS\W10292.dwg#,W10292_SCANNED.PDF#\\NCFS01\DEPARTMENTS\ENGINEERING\SCANNED_DRAWINGS\W10292_SCANNED.PDF#,W10292,*,5.0134,5.013,42.126,42.12,,1.575,6,CARINT,GEMINI,,,21007,*,,,,,,,W10292
W10292.XLSX#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\W10292.xlsx#,#N/A,#N/A,W10292.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\EM DRAWINGS\W10292.dwg#,W10292_SCANNED.PDF#\\NCFS01\DEPARTMENTS\ENGINEERING\SCANNED_DRAWINGS\W10292_SCANNED.PDF#,W10292,*,5.0134,5.013,46.063,46.06,,1.575,6,CARINT,GEMINI,,,21007,*,,,,,,,W10292
W10292.XLSX#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\W10292.xlsx#,#N/A,#N/A,W10292.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\EM DRAWINGS\W10292.dwg#,W10292_SCANNED.PDF#\\NCFS01\DEPARTMENTS\ENGINEERING\SCANNED_DRAWINGS\W10292_SCANNED.PDF#,W10292,*,5.0134,5.013,50,50,,1.575,6,CARINT,GEMINI,,,21007,*,,,,,,,W10292
W10292.XLSX#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\W10292.xlsx#,#N/A,#N/A,W10292.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\EM DRAWINGS\W10292.dwg#,W10292_SCANNED.PDF#\\NCFS01\DEPARTMENTS\ENGINEERING\SCANNED_DRAWINGS\W10292_SCANNED.PDF#,W10292,*,5.0134,5.013,53.937,53.93,,1.575,6,CARINT,GEMINI,,,21007,*,,,,,,,W10292
W10292.XLSX#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\W10292.xlsx#,#N/A,#N/A,W10292.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\EM DRAWINGS\W10292.dwg#,W10292_SCANNED.PDF#\\NCFS01\DEPARTMENTS\ENGINEERING\SCANNED_DRAWINGS\W10292_SCANNED.PDF#,W10292,*,5.0134,5.013,57.874,57.87,,1.575,6,CARINT,GEMINI,,,21007,*,,,,,,,W10292
W10292.XLSX#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\W10292.xlsx#,#N/A,#N/A,W10292.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\EM DRAWINGS\W10292.dwg#,W10292_SCANNED.PDF#\\NCFS01\DEPARTMENTS\ENGINEERING\SCANNED_DRAWINGS\W10292_SCANNED.PDF#,W10292,*,5.0134,5.013,61.811,61.81,,1.575,6,CARINT,GEMINI,,,21007,*,,,,,,,W10292
W10292.XLSX#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\W10292.xlsx#,#N/A,#N/A,W10292.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\EM DRAWINGS\W10292.dwg#,W10292_SCANNED.PDF#\\NCFS01\DEPARTMENTS\ENGINEERING\SCANNED_DRAWINGS\W10292_SCANNED.PDF#,W10292,*,5.0134,5.013,65.748,65.74,,1.575,6,CARINT,GEMINI,,,21007,*,,,,,,,W10292
